Model,Scenario,Region,Variable,Unit,1990,1995,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2020,2021,2022,2023,2024,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|CH4|Waste,Mt CH4/yr,,,,,,,,,,,,,8.80189737,,,,,9.438952401,10.53356994,,,,,,10.24749833,,8.304934585,,5.005655792,,1.60112222,,1.315485889,,1.094389153,,0.914284761,,0.776049271
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|CO,Mt CO/yr,,,,,,,,,,,,,101.1449961,,,,,93.13172603,83.93456399,,,,,,34.03333397,,24.99338582,,18.55802996,,16.51758506,,14.77452559,,13.80682634,,13.52834336,,13.14016702
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,,,4188.044495,,,,,4145.714668,4059.296715,,,,,,889.0114037,,31.49797776,,-534.0868802,,-839.2228359,,-1108.444986,,-1425.490668,,-1572.581307,,-1661.338414
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|CO2|AFOLU,Mt CO2/yr,,,,,,,,,,,,,2479.2075,,,,,2287.7998,2095.9752,,,,,,99.40384431,,-283.9038204,,-645.2697183,,-911.2509226,,-1164.551085,,-1474.952656,,-1617.592346,,-1703.824216
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,,,,,,,,,,,,,1708.836995,,,,,1857.914868,1963.321515,,,,,,789.6075594,,315.4017981,,111.1828381,,72.02808665,,56.10609922,,49.46198826,,45.0110382,,42.48580228
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|CO2|Waste,Mt CO2/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|F-Gases,Mt CO2-equiv/yr,,,,,,,,,,,,,18.28029613,,,,,26.18526121,40.96538802,,,,,,17.23528144,,15.98928034,,18.65471441,,17.98051528,,16.96824872,,15.88425883,,14.78526721,,13.63290104
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|HFC,kt HFC134a-equiv/yr,,,,,,,,,,,,,5.626957526,,,,,11.95873903,22.30886941,,,,,,10.92404015,,10.67591149,,12.70530526,,12.31071002,,11.64964242,,10.93102574,,10.18957571,,9.409064698
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,,,,,,,,,,,,5678.818993,,,,,5709.969556,5710.799006,,,,,,2119.977825,,1094.692921,,372.5027551,,-64.81051729,,-383.4675967,,-739.5688856,,-891.3912069,,-1004.492776
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|N2O,kt N2O/yr,,,,,,,,,,,,,1283.366813,,,,,1350.304101,1412.851977,,,,,,1268.704331,,1174.124173,,1102.255977,,1058.821914,,1022.989362,,992.6329227,,980.5626793,,952.3111596
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|N2O|AFOLU,kt N2O/yr,,,,,,,,,,,,,967.3488,,,,,1020.8303,1074.3119,,,,,,956.7772,,887.3934407,,843.9926454,,833.534237,,798.9230106,,768.9922608,,756.9668332,,728.8308705
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|N2O|Waste,kt N2O/yr,,,,,,,,,,,,,23.8304647,,,,,25.091332,26.35808,,,,,,28.30804,,29.65161,,30.36747,,30.45029,,30.09359,,29.40602,,28.47573,,27.43925
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|NH3,Mt NH3/yr,,,,,,,,,,,,,4.04252019,,,,,4.271610708,4.493814057,,,,,,3.208226816,,2.622617586,,2.503772687,,2.614472852,,2.213870874,,1.97491744,,2.305076233,,2.415309901
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|NOx,Mt NO2/yr,,,,,,,,,,,,,8.512550985,,,,,8.164647608,7.519083338,,,,,,3.964950357,,2.613308007,,1.961710955,,2.007120323,,1.938866652,,1.785329095,,1.607088727,,1.415715917
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|OC,Mt OC/yr,,,,,,,,,,,,,4.312150752,,,,,4.050861294,3.785688894,,,,,,1.454792675,,1.113731634,,0.865065272,,0.777510373,,0.692925693,,0.644282149,,0.630456669,,0.612442261
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|SF6,kt SF6/yr,,,,,,,,,,,,,0.131792796,,,,,0.135395684,0.139384613,,,,,,0.021132356,,0.016140486,,0.013012276,,0.010070282,,0.007958259,,0.006244726,,0.005244538,,0.004296575
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|Sulfur,Mt SO2/yr,,,,,,,,,,,,,3.823745716,,,,,3.406965592,2.588122059,,,,,,1.491336135,,1.248345467,,1.143750906,,1.108483824,,1.09404981,,1.087588505,,1.089742427,,1.077421579
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Emissions|VOC,Mt VOC/yr,,,,,,,,,,,,,23.20706441,,,,,21.76629064,19.6686521,,,,,,9.986262946,,8.055924355,,6.886976299,,6.479685966,,6.162415701,,6.008022691,,5.990426377,,5.965638452
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Energy Service|Residential and Commercial|Commercial|Floor Space,bn m2/yr,,,,,,,,,,,,,0,,,,,0,4.5,,,,,,5.352308594,,6.150395127,,6.856067063,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Energy Service|Residential and Commercial|Residential|Floor Space,bn m2/yr,,,,,,,,,,,,,0,,,,,0,17.4,,,,,,19.31905777,,20.89778924,,22.08008793,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Energy Service|Transportation|Freight,bn tkm/yr,,,,,,,,,,,,,0,,,,,0,4300,,,,,,4718.75141,,5048.130996,,5277.965296,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Energy Service|Transportation|Passenger,bn pkm/yr,,,,,,,,,,,,,0,,,,,0,6400,,,,,,7008.873181,,7483.362363,,7809.282562,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy,EJ/yr,,,,,,,,,,,,,23.95189163,,,,,24.96058187,27.89381561,,,,,,21.84300448,,16.78453006,,14.72649923,,14.20458573,,13.91645324,,13.54949002,,12.93258755,,12.39340775
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Electricity,EJ/yr,,,,,,,,,,,,,3.947163992,,,,,4.467954473,4.957168159,,,,,,7.733604361,,8.671317635,,8.676399943,,7.776826021,,7.082913636,,6.382317564,,6.194842221,,5.873259109
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Gases,EJ/yr,,,,,,,,,,,,,3.344490292,,,,,3.276219219,3.655646477,,,,,,2.459217271,,1.607804386,,0.765497873,,0.403836034,,0.120295219,,0.000172202,,0.000168182,,0.000163309
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Geothermal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Heat,EJ/yr,,,,,,,,,,,,,0,,,,,0,0.056990039,,,,,,0.137881101,,0.215116531,,0.205363543,,0.20555108,,0.110089116,,0.012002257,,0.072660137,,0.089974659
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0.232942696,,1.06814533,,1.455188133,,2.067032287,,1.965975348,,1.86985907,,1.778441904
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry,EJ/yr,,,,,,,,,,,,,9.781527635,,,,,9.350590672,10.62896547,,,,,,10.32942043,,7.936159841,,7.074459216,,6.883347606,,6.745660571,,6.539387843,,6.171453939,,5.854688395
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Electricity,EJ/yr,,,,,,,,,,,,,1.856783341,,,,,1.922070895,2.109468463,,,,,,3.019494823,,2.770079211,,2.819165272,,2.09041696,,1.522075487,,1.002543315,,0.970972037,,0.834247233
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Gases,EJ/yr,,,,,,,,,,,,,2.501548691,,,,,2.296397794,2.530749967,,,,,,2.002573023,,1.521102859,,0.765497873,,0.403836034,,0.120295219,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Heat,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.112859316,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0.232942696,,0.227111805,,0.556579778,,1.212356778,,1.153084813,,1.096710647,,1.043092607
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Liquids,EJ/yr,,,,,,,,,,,,,3.011906958,,,,,2.669292645,3.32685721,,,,,,1.318630346,,0.878562942,,1.263507832,,2.762465957,,3.208822894,,3.7349978,,3.486727226,,3.390471728
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Liquids|Oil,EJ/yr,,,,,,,,,,,,,3.011546501,,,,,2.669292645,3.32685721,,,,,,1.029916816,,0.332177306,,0.046912949,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Other,EJ/yr,,,,,,,,,,,,,0,,,,,0.075660218,0.194539257,,,,,,0.833549335,,0.792797217,,0.754037464,,0.717172671,,0.682110193,,0.648761915,,0.617044029,,0.586876827
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Solids,EJ/yr,,,,,,,,,,,,,2.411288646,,,,,2.38716912,2.467350569,,,,,,3.042313587,,1.740674916,,1.24513897,,0.352876206,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Solids|Biomass,EJ/yr,,,,,,,,,,,,,1.80106016,,,,,1.776142619,1.879479645,,,,,,3.042313587,,1.740674916,,1.24513897,,0.352876206,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Industry|Solids|Coal,EJ/yr,,,,,,,,,,,,,0.610228486,,,,,0.611026502,0.587870923,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Liquids,EJ/yr,,,,,,,,,,,,,12.54373884,,,,,13.26598662,15.1053074,,,,,,7.083706878,,3.033102099,,1.563850191,,2.866975556,,3.42346593,,4.108444358,,3.74491078,,3.630312994
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial,EJ/yr,,,,,,,,,,,,,6.063281394,,,,,6.437320426,7.192416282,,,,,,5.212036238,,4.680793406,,3.874914736,,3.76052609,,3.80790964,,3.859728231,,3.829140741,,3.835543499
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Electricity,EJ/yr,,,,,,,,,,,,,2.064107831,,,,,2.523267505,2.823409261,,,,,,3.552068644,,3.746690796,,3.111561386,,3.024194458,,3.052525124,,3.042190498,,3.064930293,,3.071094544
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Gases,EJ/yr,,,,,,,,,,,,,0.559255071,,,,,0.656093098,1.124896509,,,,,,0.456644248,,0.086701527,,0,,0,,0,,0.000172202,,0.000168182,,0.000163309
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Heat,EJ/yr,,,,,,,,,,,,,0,,,,,0,0.056990039,,,,,,0.025021785,,0.215116531,,0.205363543,,0.20555108,,0.110089116,,0.012002257,,0.072660137,,0.089974659
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0.000103818,,0.000110926,,0.000105502,,0.000100344,,9.54E-05,,9.08E-05
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Liquids,EJ/yr,,,,,,,,,,,,,1.734740169,,,,,1.770399771,1.730306762,,,,,,0.625569611,,0.141509975,,0.109820076,,0.1045096,,0.214643036,,0.373446558,,0.258183554,,0.239841266
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Other,EJ/yr,,,,,,,,,,,,,0.020923636,,,,,0.041657969,0.129708591,,,,,,0.495313642,,0.471097823,,0.448065912,,0.426160028,,0.430546861,,0.431816372,,0.433103136,,0.434378949
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Solids,EJ/yr,,,,,,,,,,,,,1.684254686,,,,,1.445902083,1.32710512,,,,,,0.057418307,,0.019676755,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,,,,,,,,,,,,,1.681200286,,,,,1.442359549,1.32710512,,,,,,0.057418307,,0.019676755,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Solids|Biomass|Traditional,EJ/yr,,,,,,,,,,,,,1.681200286,,,,,1.441634268,1.20206825,,,,,,0.057418307,,0.019676755,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,,,,,,,,,,,,,0.0030544,,,,,0.003542534,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Solar,EJ/yr,,,,,,,,,,,,,0.020923636,,,,,0.117318186,0.324247848,,,,,,1.328862978,,1.26389504,,1.202103377,,1.143332699,,1.112657054,,1.080578286,,1.050147165,,1.021255776
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Solids,EJ/yr,,,,,,,,,,,,,4.095574872,,,,,3.833103374,3.794455688,,,,,,3.099731895,,1.760351671,,1.24513897,,0.352876206,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Solids|Biomass,EJ/yr,,,,,,,,,,,,,3.482260446,,,,,3.218502168,3.206584765,,,,,,3.099731895,,1.760351671,,1.24513897,,0.352876206,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Solids|Biomass|Traditional,EJ/yr,,,,,,,,,,,,,1.681200286,,,,,1.441634268,1.20206825,,,,,,0.057418307,,0.019676755,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Solids|Coal,EJ/yr,,,,,,,,,,,,,0.613314426,,,,,0.614601206,0.587870923,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation,EJ/yr,,,,,,,,,,,,,8.107082602,,,,,9.172670775,10.07243387,,,,,,6.301547816,,4.167576811,,3.777125274,,3.560712032,,3.362883032,,3.150373942,,2.931992875,,2.703175857
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Electricity,EJ/yr,,,,,,,,,,,,,0.02627282,,,,,0.022616072,0.024290435,,,,,,1.162040895,,2.154547628,,2.745673285,,2.662214603,,2.508313025,,2.337583751,,2.158939891,,1.967917332
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Gases,EJ/yr,,,,,,,,,,,,,0.28368653,,,,,0.323728326,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Hydrogen,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0.840929707,,0.898497429,,0.854570007,,0.81279019,,0.773052984,,0.735258525
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Liquids,EJ/yr,,,,,,,,,,,,,7.797091712,,,,,8.826294205,10.04814343,,,,,,5.139506921,,2.013029183,,0.190522283,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Liquids|Coal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Liquids|Oil,EJ/yr,,,,,,,,,,,,,7.176652602,,,,,8.011039706,9.029832693,,,,,,4.749015274,,2.013029183,,0.190522283,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Final Energy|Transportation|Other,EJ/yr,,,,,,,,,,,,,3.15E-05,,,,,3.22E-05,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Food Demand,kcal/cap/day,,,,,,,,,,,,,2487.7237,,,,,2539.4318,2591.1398,,,,,,2929.475,,2921.145206,,2917.420247,,2916.555289,,2915.911978,,2915.587172,,2915.502755,,2915.6641
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Food Demand|Crops,kcal/cap/day,,,,,,,,,,,,,1962.1077,,,,,1982.1811,2002.2544,,,,,,2434.3594,,2468.682797,,2498.430973,,2505.414927,,2507.17017,,2508.893872,,2504.851779,,2503.653683
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Food Demand|Livestock,kcal/cap/day,,,,,,,,,,,,,525.616,,,,,557.2507,588.8854,,,,,,495.1156,,452.4624095,,418.9892732,,411.1403616,,408.7418081,,406.6933002,,410.6509754,,412.010417
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Forestry Demand|Roundwood,million m3/yr,,,,,,,,,,,,,478.1768,,,,,499.1325,520.0882,,,,,,591.7228813,,637.531046,,686.0668945,,804.4117756,,921.7707942,,1063.769786,,1090.018125,,1195.155691
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Forestry Demand|Roundwood|Industrial Roundwood,million m3/yr,,,,,,,,,,,,,218.3224,,,,,262.4956,306.6688,,,,,,424.5483144,,539.8496477,,655.9987502,,739.748458,,820.9628982,,899.6258951,,943.3449237,,979.195422
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Forestry Demand|Roundwood|Wood Fuel,million m3/yr,,,,,,,,,,,,,265.4453,,,,,244.7023,223.9593,,,,,,194.3562,,135.5671,,79.21640423,,119.6995893,,163.389998,,232.9652957,,219.3702142,,291.8739017
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Forestry Production|Roundwood,million m3/yr,,,,,,,,,,,,,483.7676,,,,,507.1979,530.6281,,,,,,618.9045144,,675.4166796,,735.2150903,,859.4479937,,984.3529021,,1132.591214,,1162.715146,,1271.06938
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Forestry Production|Roundwood|Industrial Roundwood,million m3/yr,,,,,,,,,,,,,218.3224,,,,,262.4956,306.6688,,,,,,424.5483144,,539.8496477,,655.9987502,,739.748458,,820.9628982,,899.6258951,,943.3449237,,979.195422
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Forestry Production|Roundwood|Wood Fuel,million m3/yr,,,,,,,,,,,,,265.4453,,,,,244.7023,223.9593,,,,,,194.3562,,135.5671,,79.21640423,,119.6995893,,163.389998,,232.9652957,,219.3702142,,291.8739017
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,GDP|MER,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,5533.281309,,,,,,8720.572376,,12457.75481,,16916.96218,,22219.38124,,28440.00599,,35855.32832,,44799.33185,,54647.58355
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,GDP|PPP,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,9417.644788,,,,,,12958.77055,,16842.88451,,21230.78754,,26129.99234,,31454.64662,,37181.97547,,43231.35524,,49620.00586
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply,billion US$2010/yr,,,,,,,,,,,,,60.81091135,,,,,90.10587174,71.94363585,,,,,,120.7466472,,77.39473924,,85.48407584,,101.5364961,,60.53999986,,103.2490459,,107.8271584,,94.90827396
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|CO2 Transport and Storage,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity,billion US$2010/yr,,,,,,,,,,,,,21.97307232,,,,,45.60206195,33.18170839,,,,,,92.95729284,,52.65585992,,52.8224495,,59.99342865,,39.07898009,,69.96898479,,79.03428148,,71.36366964
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Biomass,billion US$2010/yr,,,,,,,,,,,,,1.301684155,,,,,1.47065314,0,,,,,,0,,0,,0,,0,,0.032647867,,0.031927504,,0.015761645,,0.03161645
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Coal,billion US$2010/yr,,,,,,,,,,,,,0.377903261,,,,,1.014316414,0.146511622,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Electricity Storage,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,1.360384327,,0.275160216,,0.276403313,,0.337931022,,0.023196619,,0.148842886,,0.749983591
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,,,,,,,,,,,,,1.806633066,,,,,1.748443755,0.933048627,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Geothermal,billion US$2010/yr,,,,,,,,,,,,,0.169889477,,,,,0.755028588,0,,,,,,0.010452339,,0.33490804,,2.519099535,,0.035377972,,2.354508353,,3.54864021,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Hydro,billion US$2010/yr,,,,,,,,,,,,,4.88909996,,,,,11.32209584,10.81980647,,,,,,31.87040158,,9.395447406,,11.43172718,,8.205253342,,6.45151776,,12.30038598,,28.50537153,,22.27741686
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Nuclear,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0.491726672,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Oil,billion US$2010/yr,,,,,,,,,,,,,2.087296878,,,,,3.545206677,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Other,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0.332525459,,0.243207546,,0.402999609,,0.276744982,,0.290405393,,0.212467316,,0.141455872
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Solar,billion US$2010/yr,,,,,,,,,,,,,0.005219671,,,,,0.316306836,1.572692056,,,,,,0,,5.527807907,,2.601585149,,3.703147846,,11.44172519,,24.405224,,1.671168667,,3.643928545
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Transmission and Distribution,billion US$2010/yr,,,,,,,,,,,,,10.84891285,,,,,21.10233602,14.92111061,,,,,,28.98147653,,22.97350313,,17.38729015,,12.43015925,,12.15512894,,16.19113027,,27.97849276,,19.74895174
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Electricity|Wind,billion US$2010/yr,,,,,,,,,,,,,0.486433004,,,,,3.835948002,4.788539006,,,,,,32.09496239,,12.73128365,,18.36437972,,34.94008732,,6.028775976,,13.17807482,,20.50217667,,24.77031659
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5LAM,Investment|Energy Supply|Extraction|Coal,billion US$2010/yr,,,,,,,,,,,,,0.432654049,,,,,0.71914913,0.843256093,,,,,,0.378911935,,0.157568276,,0.077403259,,0.050557254,,0.120159996,,0.076980995,,0.038765286,,0.012211897
