Model,Scenario,Region,Variable,Unit,1990,1995,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2020,2021,2022,2023,2024,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Forestry Production|Roundwood,million m3/yr,,,,,,,,,,,,,621.5278,,,,,655.9251,690.3223,,,,,,759.8192,,817.2887862,,876.5327694,,945.1271561,,1100.298986,,1009.979601,,954.3594394,,1051.303492
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Forestry Production|Roundwood|Industrial Roundwood,million m3/yr,,,,,,,,,,,,,78.6717,,,,,113.069,147.4663,,,,,,240.7154,,308.5593862,,367.8034694,,418.0781329,,489.5991172,,566.5866187,,649.0345146,,710.101295
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Forestry Production|Roundwood|Wood Fuel,million m3/yr,,,,,,,,,,,,,542.8561,,,,,542.8561,542.8561,,,,,,519.1038,,508.7293,,508.7293,,527.0490232,,610.6998201,,443.3930517,,305.3248834,,341.2021566
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,GDP|MER,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,5116.460886,,,,,,8704.62092,,13838.44195,,21182.31505,,32710.89756,,51093.73208,,77720.92156,,113599.734,,160892.367
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,GDP|PPP,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,9436.546883,,,,,,14867.08677,,22231.24281,,32392.92278,,46656.31507,,66441.6314,,92246.59023,,124577.5718,,163297.2411
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply,billion US$2010/yr,,,,,,,,,,,,,147.8280376,,,,,163.6170073,152.0331899,,,,,,345.2037892,,282.1272994,,199.2050965,,210.7788617,,271.9430779,,442.2258182,,226.17093,,258.280947
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|CO2 Transport and Storage,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity,billion US$2010/yr,,,,,,,,,,,,,29.84989126,,,,,47.98766766,25.21163209,,,,,,265.1795555,,225.2903498,,167.1321782,,170.9071716,,241.4636737,,394.7380521,,191.1894802,,235.5995058
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Biomass,billion US$2010/yr,,,,,,,,,,,,,0.040138093,,,,,0.190778254,0,,,,,,4.026436018,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Coal,billion US$2010/yr,,,,,,,,,,,,,1.075847354,,,,,0.523385441,1.283336599,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Electricity Storage,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,11.72139937,,5.896069113,,0.400086723,,1.207951324,,1.051812653,,0.273992289,,2.638100954,,4.53455843
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Gas,billion US$2010/yr,,,,,,,,,,,,,9.248789906,,,,,10.47760813,1.114593561,,,,,,1.665134008,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Geothermal,billion US$2010/yr,,,,,,,,,,,,,0.066670192,,,,,0.625450713,0,,,,,,0.887275207,,0.325696967,,0.132308303,,0.70079885,,0.212920406,,0.44119919,,1.102761408,,0.127033396
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Hydro,billion US$2010/yr,,,,,,,,,,,,,2.341706964,,,,,2.349366761,3.743180094,,,,,,12.52958976,,14.69590721,,4.180667647,,3.970646361,,10.11001012,,8.673255991,,26.51579563,,14.68280798
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Nuclear,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,15.53602963,,31.16416065,,0,,0.118932311,,0.175709102,,0.257675879,,13.66700668,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Oil,billion US$2010/yr,,,,,,,,,,,,,3.720924722,,,,,8.55051883,0.048686309,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Other,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0.264993843,,0.538194222,,1.21258865,,1.021374856,,0.794346068
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Solar,billion US$2010/yr,,,,,,,,,,,,,0.037705254,,,,,0.926668424,0.581740868,,,,,,84.15345053,,40.67862723,,47.05340162,,51.70992248,,114.3787974,,239.5392088,,9.221716143,,19.52966357
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Transmission and Distribution,billion US$2010/yr,,,,,,,,,,,,,13.08909571,,,,,23.62994074,17.62504943,,,,,,65.72114918,,91.01727207,,57.61001049,,63.72512344,,66.7666127,,69.11493581,,86.29799096,,112.0135063
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Electricity|Wind,billion US$2010/yr,,,,,,,,,,,,,0.22901306,,,,,0.713950351,0.815045225,,,,,,68.93909179,,41.51261657,,57.75570342,,49.208803,,48.22961712,,75.22519541,,50.72473356,,83.91758999
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Extraction|Coal,billion US$2010/yr,,,,,,,,,,,,,1.568218446,,,,,0.792207682,2.091754792,,,,,,1.155919316,,0.159080825,,0.002038434,,2.09E-06,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Extraction|Gas,billion US$2010/yr,,,,,,,,,,,,,22.86924964,,,,,21.5510611,24.97456776,,,,,,7.325944384,,4.177094734,,2.15757039,,0.945045111,,0.834635067,,0.344153546,,0.050484141,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Extraction|Oil,billion US$2010/yr,,,,,,,,,,,,,65.04745122,,,,,55.80732444,58.06704641,,,,,,40.96123329,,24.77258029,,15.48607175,,9.677616211,,2.687872137,,2.014016992,,1.028068312,,0.437744417
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Extraction|Uranium,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Heat,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0.268029671,1.202172414,,,,,,3.160431347,,1.137700354,,0.504703696,,0.093598274,,0.62136394,,2.117422988,,0.112623519,,0.274887374
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Hydrogen,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0.316287197,0,,,,,,1.591598093,,5.932370533,,7.7867643,,5.817303957,,11.64166005,,23.89573478,,12.64881255,,8.206121006
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Hydrogen|Fossil,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0.310802486,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Hydrogen|Other,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0.005484711,0,,,,,,0.348774136,,4.173894124,,7.7867643,,5.817303957,,11.64166005,,23.89573478,,12.64881255,,8.206121006
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Hydrogen|Renewable,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,1.242823957,,1.758476409,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Liquids,billion US$2010/yr,,,,,,,,,,,,,1.706986125,,,,,5.281784307,3.708106139,,,,,,18.60467257,,8.427943153,,5.072314785,,19.28583934,,13.39851617,,16.00895493,,18.57814686,,11.54596639
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Liquids|Biomass,billion US$2010/yr,,,,,,,,,,,,,0.17229788,,,,,0,0.471252165,,,,,,16.54322615,,6.744881513,,4.350034553,,18.14672778,,12.65386099,,15.22185926,,17.56461897,,10.9669396
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Liquids|Coal and Gas,billion US$2010/yr,,,,,,,,,,,,,0,,,,,0,0.094937452,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Liquids|Oil,billion US$2010/yr,,,,,,,,,,,,,1.534688245,,,,,5.281784307,3.141916521,,,,,,1.425737252,,1.348057263,,0.67981654,,0.19345728,,0.073720239,,0.00253827,,7.58E-05,,4.54E-05
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Investment|Energy Supply|Other,billion US$2010/yr,,,,,,,,,,,,,26.7862409,,,,,31.61264525,36.77791033,,,,,,7.224434674,,12.2301797,,1.063454895,,4.05228509,,1.295356839,,3.107482879,,2.563314429,,2.216722034
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover,million ha,,,,,,,,,,,,,3368.8057,,,,,3368.8057,3368.8057,,,,,,3368.8057,,3368.8057,,3368.8057,,3368.8057,,3368.8057,,3368.8057,,3368.8057,,3368.8057
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Cropland,million ha,,,,,,,,,,,,,266.9031,,,,,272.421,277.9388,,,,,,284.4743,,292.2901706,,301.946965,,312.6244421,,322.5053253,,333.2170371,,348.4253135,,355.5547479
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Cropland|Energy Crops,million ha,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0.712315187,,2.202435843,,5.720615751,,13.36021655,,21.34237801,,19.45370223
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Cropland|Irrigated,million ha,,,,,,,,,,,,,18.9482,,,,,17.1279,15.3077,,,,,,15.0853,,14.49136313,,14.37343809,,13.77093899,,12.62509987,,11.61315789,,10.95170759,,9.912311174
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Forest,million ha,,,,,,,,,,,,,642.835,,,,,631.4691,620.1031,,,,,,633.8242,,652.5106508,,670.9963089,,682.5832884,,692.5125811,,700.152917,,692.2872308,,690.5975484
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Forest|Afforestation and Reforestation,million ha,,,,,,,,,,,,,3.642,,,,,5.9002,8.1584,,,,,,23.2879,,45.34804273,,68.53754933,,85.93230214,,99.98849769,,110.5015727,,110.602843,,113.7710123
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Forest|Natural Forest,million ha,,,,,,,,,,,,,586.5391,,,,,567.1269,547.304,,,,,,495.2836,,474.3064783,,493.3723613,,498.9891228,,496.6887517,,514.4779786,,517.5574193,,518.8423792
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Land Cover|Pasture,million ha,,,,,,,,,,,,,1192.4901,,,,,1205.4889,1218.4877,,,,,,1148.9299,,1123.767911,,1123.961675,,1140.213455,,1150.178556,,1154.295057,,1170.08136,,1179.673602
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Population,million,,,,,,,,,,,,,1235.879974,,,,,1382.18,1528.48,,,,,,1829.21,,2124.69,,2398.46,,2627.73,,2811.99,,2948.99,,3038.86,,3087.57
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Population|Rural,million,,,,,,,,,,,,,680.8150924,,,,,1382.18,766.2682612,,,,,,836.2362309,,885.5759088,,911.6054336,,911.8009119,,892.4919917,,858.2546591,,812.935779,,761.0333184
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Population|Urban,million,,,,,,,,,,,,,555.0648819,,,,,0,762.2117388,,,,,,992.9737691,,1239.114091,,1486.854566,,1715.929088,,1919.498008,,2090.735341,,2225.924221,,2326.536682
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Price|Carbon,US$2010/t CO2,,,,,,,,,,,,,0,,,,,0,2.503111157,,,,,,348.2809194,,468.0604322,,629.0340813,,845.3692051,,1136.105521,,1526.830819,,2051.932946,,2757.626295
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Price|Final Energy|Residential and Commercial|Residential|Electricity,US$2010/GJ,,,,,,,,,,,,,0,,,,,221.3572483,24.34284261,,,,,,87.71379531,,56.14004662,,40.05353461,,,,,,,,,,
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Price|Final Energy|Residential and Commercial|Residential|Gases|Natural Gas,US$2010/GJ,,,,,,,,,,,,,0,,,,,7.901350775,8.910632204,,,,,,59.2743073,,54.70620584,,55.75338747,,,,,,,,,,
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Price|Final Energy|Residential and Commercial|Residential|Liquids|Oil,US$2010/GJ,,,,,,,,,,,,,0,,,,,0.074728003,6.483380604,,,,,,52.07627381,,69.81065089,,93.89823312,,,,,,,,,,
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Price|Final Energy|Residential and Commercial|Residential|Solids|Coal,US$2010/GJ,,,,,,,,,,,,,0,,,,,2.734109525,5.12554067,,,,,,67.99879574,,82.91407319,,74.59931492,,,,,,,,,,
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy,EJ/yr,,,,,,,,,,,,,58.27860691,,,,,69.12020612,71.35998938,,,,,,60.83642451,,58.79608381,,56.2941409,,57.92824534,,62.73469294,,70.76573667,,74.93441799,,78.82661949
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Biomass,EJ/yr,,,,,,,,,,,,,13.7637406,,,,,15.5482738,15.7110202,,,,,,15.8860672,,15.7075508,,14.765451,,13.5262057,,12.72122662,,13.71476542,,14.21190734,,13.96426614
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Coal,EJ/yr,,,,,,,,,,,,,4.906359246,,,,,4.46112974,4.421938696,,,,,,3.10039251,,1.273471182,,0.0013124,,0.000525667,,0.000495629,,0.000462587,,0.000462587,,0.000462587
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Gas,EJ/yr,,,,,,,,,,,,,14.86617429,,,,,20.48264383,23.30434685,,,,,,11.96491365,,4.532924584,,1.521749668,,1.090962071,,0.176370514,,0.01288379,,0.000277066,,-0.000963683
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Geothermal,EJ/yr,,,,,,,,,,,,,0.006150297,,,,,0.019005531,0.014706118,,,,,,0.132401947,,0.183333911,,0.256280282,,0.29133498,,0.29133498,,0.29133498,,0.29133498,,0.271192039
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Hydro,EJ/yr,,,,,,,,,,,,,0.451892504,,,,,0.495523582,0.697447159,,,,,,1.729969,,2.2081154,,2.438168475,,2.543064207,,2.844555067,,3.190271,,3.2590282,,3.297507
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Nuclear,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.557101965,,1.775235332,,2.561559686,,2.612515794,,2.280502863,,1.201599609,,0.615090832,,0.611317185
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Oil,EJ/yr,,,,,,,,,,,,,24.20945546,,,,,27.82272818,26.4641674,,,,,,13.40334947,,5.801389294,,1.621142093,,0.485599575,,0.207131,,0.089840743,,0.045296005,,0.019292038
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Other,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Secondary Energy Trade,EJ/yr,,,,,,,,,,,,,0,,,,,0,-0.078684754,,,,,,0.144686333,,0.1585901,,0.772361416,,0.714352152,,-0.676869182,,-8.102483551,,-9.068442244,,-5.689387678
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Solar,EJ/yr,,,,,,,,,,,,,0.065940234,,,,,0.26207641,0.769639654,,,,,,10.01156326,,18.81860065,,19.74246955,,21.48421041,,27.52219206,,39.08059208,,41.55532141,,38.99381466
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Primary Energy|Wind,EJ/yr,,,,,,,,,,,,,0.00889428,,,,,0.028825037,0.055408053,,,,,,3.905979178,,8.336872551,,12.61364634,,15.17947478,,17.36775339,,21.28647001,,24.02414181,,27.3591192
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Resource|Extraction|Coal,EJ/yr,,,,,,,,,,,,,6.174193838,,,,,6.143305526,7.862189203,,,,,,3.299129304,,0.48139958,,0.001312732,,1.28E-06,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Resource|Extraction|Gas,EJ/yr,,,,,,,,,,,,,23.74106004,,,,,28.04836071,30.15820931,,,,,,17.68587668,,10.06656221,,5.504719603,,2.773988185,,1.399944103,,0.577253156,,0.084677696,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Resource|Extraction|Oil,EJ/yr,,,,,,,,,,,,,27.4067498,,,,,73.07397129,88.2824887,,,,,,52.33824552,,30.80291851,,17.91955412,,10.20230889,,5.579278134,,2.955869465,,1.508843145,,0.642455035
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,,,,,,,,0.004108431,,,,,0.004641064,0.001147407,,,,,,0.514469922,,0.471195621,,0.190932449,,0.079413996,,0.099414058,,0.124370913,,0.126092742,,0.117300449
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,,,,,,,,1.053741938,,,,,1.04015656,1.044891564,,,,,,0.411452608,,0.187743111,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,,,,,,,,2.761733866,,,,,3.733765401,4.527769302,,,,,,1.28367375,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,,,,,,,,0.006150297,,,,,0.018952882,0.014626962,,,,,,0.114998132,,0.130473084,,0.143050278,,0.143848435,,0.147173794,,0.142309828,,0.13710438,,0.119714258
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,,,,,,,,0.451892504,,,,,0.495523582,0.697447159,,,,,,1.729969,,2.2081154,,2.438168475,,2.543064207,,2.844555067,,3.190271,,3.2590282,,3.297507
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.548956194,,1.702090981,,2.389780394,,2.452714287,,2.196485856,,1.114934457,,0.553581749,,0.550927194
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,,,,,,,,1.093128445,,,,,1.264169491,1.045818324,,,,,,0.410806237,,0.224053397,,0.081209476,,0.025874032,,2.53E-05,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Other,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,,,,,,,,0.00104082,,,,,0.013192231,0.033730327,,,,,,7.353673633,,14.89065695,,15.21914786,,16.55772233,,22.33571196,,33.78538108,,36.20397481,,33.42522244
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Solar|CSP,EJ/yr,,,,,,,,,,,,,0,,,,,0,0.004344635,,,,,,0.261414557,,0.788069067,,2.22531599,,3.845201153,,8.729536026,,19.3059454,,17.65346279,,12.08038168
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Solar|PV,EJ/yr,,,,,,,,,,,,,0.00104082,,,,,0.013192231,0.029385692,,,,,,7.092259076,,14.10258788,,12.99383187,,12.71252118,,13.60617594,,14.47943569,,18.55051201,,21.34484076
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Storage Losses,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,1.521040389,,3.46766033,,3.15680074,,2.43336695,,1.906935747,,1.528638301,,3.038323432,,5.301569545
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Transmission Losses,EJ/yr,,,,,,,,,,,,,1.13518764,,,,,1.20545997,1.197809197,,,,,,1.884826977,,2.814079334,,2.860946406,,2.882387772,,3.008458033,,3.182815302,,3.226371519,,3.33742169
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,,,,,,,,0.00889428,,,,,0.028825037,0.055408053,,,,,,3.905979178,,8.336872551,,12.61364634,,15.17947478,,17.36775339,,21.28647001,,24.02414181,,27.3591192
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Wind|Offshore,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.894470257,,1.785378936,,3.191452069,,4.361881212,,3.003051388,,0.216021052,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Electricity|Wind|Onshore,EJ/yr,,,,,,,,,,,,,0.00889428,,,,,0.028825037,0.055408053,,,,,,3.011508921,,6.551493615,,9.422194267,,10.81759356,,14.364702,,21.07044895,,24.02414181,,27.3591192
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Gases|Biomass,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.710220864,,1.606964393,,1.42037449,,1.177276686,,1.06748802,,0.801904348,,1.08965495,,1.583261812
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Gases|Coal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Gases|Natural Gas,EJ/yr,,,,,,,,,,,,,15.4081594,,,,,19.64128641,22.28329327,,,,,,11.51336873,,4.280017464,,1.386139674,,1.024235609,,0.143051024,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Gases|Other,EJ/yr,,,,,,,,,,,,,0,,,,,0.062465121,0,,,,,,0.477511593,,0.938958089,,1.169782365,,0.172086141,,0.143051024,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Heat|Biomass,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.591272412,,0.969096931,,0.424027715,,0.361826787,,0.191740039,,0.207891076,,0.164997242,,0.156672634
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Heat|Coal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Heat|Gas,EJ/yr,,,,,,,,,,,,,0,,,,,0.0148238,0.174415921,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Heat|Geothermal,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0.015628072,,0.047203584,,0.103942082,,0.13899678,,0.13899678,,0.13899678,,0.13899678,,0.13899678
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Heat|Oil,EJ/yr,,,,,,,,,,,,,0,,,,,0,0,,,,,,0,,0,,0,,0,,0,,0,,0,,0
MESSAGEix-GLOBIOM 1.0,LowEnergyDemand_1.3_IPCC,R5MAF,Secondary Energy|Heat|Other,EJ/yr,,,,,,,,,,,,,0,,,,,0.034473953,0.088378671,,,,,,0.271569922,,0.645846647,,0.986110964,,0.841457644,,0.445907068,,0.483467619,,0.383714516,,0.364354962
